local_time	last_changed	flag	category	scope	sector	car_number	event_id	state	message
09-11 19:45:03	2026-09-11T11:45:03.338187+00:00		Other				2026-09-11T11:45:01|Other|CAR 22 (TSU) TIME 2:23.363 DELETED - TRACK LIMITS AT TURN 18 LAP 7 13:41:47	CAR 22 (TSU) TIME 2:23.363 DELETED - TRACK LIMITS AT TURN 18 LAP 7 13:41:47	CAR 22 (TSU) TIME 2:23.363 DELETED - TRACK LIMITS AT TURN 18 LAP 7 13:41:47
09-11 19:45:23	2026-09-11T11:45:23.146077+00:00		Other				2026-09-11T11:45:21|Other|CAR 81 (PIA) TIME 1:37.197 DELETED - TRACK LIMITS AT TURN 15 LAP 7 13:42:29	CAR 81 (PIA) TIME 1:37.197 DELETED - TRACK LIMITS AT TURN 15 LAP 7 13:42:29	CAR 81 (PIA) TIME 1:37.197 DELETED - TRACK LIMITS AT TURN 15 LAP 7 13:42:29
09-11 19:46:39	2026-09-11T11:46:39.727045+00:00		Other				2026-09-11T11:46:37|Other|CAR 11 (PER) LAP DELETED - TRACK LIMITS AT TURN 5 LAP 8 13:43:38 (PIT)	CAR 11 (PER) LAP DELETED - TRACK LIMITS AT TURN 5 LAP 8 13:43:38 (PIT)	CAR 11 (PER) LAP DELETED - TRACK LIMITS AT TURN 5 LAP 8 13:43:38 (PIT)
09-11 19:46:41	2026-09-11T11:46:41.215833+00:00		Other				2026-09-11T11:46:39|Other|CAR 27 (HUL) TIME 1:39.690 DELETED - TRACK LIMITS AT TURN 13 LAP 4 13:42:34	CAR 27 (HUL) TIME 1:39.690 DELETED - TRACK LIMITS AT TURN 13 LAP 4 13:42:34	CAR 27 (HUL) TIME 1:39.690 DELETED - TRACK LIMITS AT TURN 13 LAP 4 13:42:34
09-11 19:46:58	2026-09-11T11:46:58.997458+00:00		Other				2026-09-11T11:46:57|Other|CAR 12 (ANT) TIME 1:36.843 DELETED - TRACK LIMITS AT TURN 13 LAP 8 13:44:09	CAR 12 (ANT) TIME 1:36.843 DELETED - TRACK LIMITS AT TURN 13 LAP 8 13:44:09	CAR 12 (ANT) TIME 1:36.843 DELETED - TRACK LIMITS AT TURN 13 LAP 8 13:44:09
09-11 19:47:29	2026-09-11T11:47:29.888670+00:00		Other				2026-09-11T11:47:28|Other|CAR 27 (HUL) TIME 1:37.560 DELETED - TRACK LIMITS AT TURN 5 LAP 6 13:46:01	CAR 27 (HUL) TIME 1:37.560 DELETED - TRACK LIMITS AT TURN 5 LAP 6 13:46:01	CAR 27 (HUL) TIME 1:37.560 DELETED - TRACK LIMITS AT TURN 5 LAP 6 13:46:01
09-11 19:49:26	2026-09-11T11:49:26.135867+00:00		Other				2026-09-11T11:49:24|Other|CAR 12 (ANT) TIME 2:22.150 DELETED - TRACK LIMITS AT TURN 17 LAP 9 13:46:30	CAR 12 (ANT) TIME 2:22.150 DELETED - TRACK LIMITS AT TURN 17 LAP 9 13:46:30	CAR 12 (ANT) TIME 2:22.150 DELETED - TRACK LIMITS AT TURN 17 LAP 9 13:46:30
09-11 19:50:22	2026-09-11T11:50:22.953207+00:00		Other				2026-09-11T11:50:21|Other|CAR 12 (ANT) TIME 2:03.543 DELETED - TRACK LIMITS AT TURN 18 LAP 10 13:48:45	CAR 12 (ANT) TIME 2:03.543 DELETED - TRACK LIMITS AT TURN 18 LAP 10 13:48:45	CAR 12 (ANT) TIME 2:03.543 DELETED - TRACK LIMITS AT TURN 18 LAP 10 13:48:45
09-11 19:56:24	2026-09-11T11:56:24.428133+00:00		Other				2026-09-11T11:56:22|Other|CAR 12 (ANT) LAP DELETED - TRACK LIMITS AT TURN 18 LAP 12 13:52:33 (PIT)	CAR 12 (ANT) LAP DELETED - TRACK LIMITS AT TURN 18 LAP 12 13:52:33 (PIT)	CAR 12 (ANT) LAP DELETED - TRACK LIMITS AT TURN 18 LAP 12 13:52:33 (PIT)
09-11 19:58:27	2026-09-11T11:58:27.477921+00:00		Other				2026-09-11T11:58:25|Other|CAR 11 (PER) TIME 2:39.536 DELETED - TRACK LIMITS AT TURN 17 LAP 13 13:55:56	CAR 11 (PER) TIME 2:39.536 DELETED - TRACK LIMITS AT TURN 17 LAP 13 13:55:56	CAR 11 (PER) TIME 2:39.536 DELETED - TRACK LIMITS AT TURN 17 LAP 13 13:55:56
09-11 19:59:18	2026-09-11T11:59:18.014464+00:00		Other				2026-09-11T11:59:16|Other|CAR 63 (RUS) TIME 6:48.267 DELETED - TRACK LIMITS AT TURN 11 LAP 13 13:57:55	CAR 63 (RUS) TIME 6:48.267 DELETED - TRACK LIMITS AT TURN 11 LAP 13 13:57:55	CAR 63 (RUS) TIME 6:48.267 DELETED - TRACK LIMITS AT TURN 11 LAP 13 13:57:55
09-11 20:00:34	2026-09-11T12:00:34.470036+00:00		Other				2026-09-11T12:00:32|Other|CAR 87 (BEA) TIME 2:30.465 DELETED - TRACK LIMITS AT TURN 19 LAP 12 13:58:06	CAR 87 (BEA) TIME 2:30.465 DELETED - TRACK LIMITS AT TURN 19 LAP 12 13:58:06	CAR 87 (BEA) TIME 2:30.465 DELETED - TRACK LIMITS AT TURN 19 LAP 12 13:58:06
09-11 20:01:02	2026-09-11T12:01:02.880756+00:00		Other				2026-09-11T12:01:00|Other|CAR 22 (TSU) LAP DELETED - TRACK LIMITS AT TURN 17 LAP 15 13:58:22 (PIT)	CAR 22 (TSU) LAP DELETED - TRACK LIMITS AT TURN 17 LAP 15 13:58:22 (PIT)	CAR 22 (TSU) LAP DELETED - TRACK LIMITS AT TURN 17 LAP 15 13:58:22 (PIT)
09-11 20:02:12	2026-09-11T12:02:12.918558+00:00		Other				2026-09-11T12:02:11|Other|CAR 63 (RUS) TIME 6:48.267 DELETED - TRACK LIMITS AT TURN 19 LAP 13 13:58:36	CAR 63 (RUS) TIME 6:48.267 DELETED - TRACK LIMITS AT TURN 19 LAP 13 13:58:36	CAR 63 (RUS) TIME 6:48.267 DELETED - TRACK LIMITS AT TURN 19 LAP 13 13:58:36
09-11 20:02:17	2026-09-11T12:02:17.609034+00:00		Other				2026-09-11T12:02:15|Other|CAR 55 (SAI) TIME 2:34.351 DELETED - TRACK LIMITS AT TURN 5 LAP 16 13:58:58	CAR 55 (SAI) TIME 2:34.351 DELETED - TRACK LIMITS AT TURN 5 LAP 16 13:58:58	CAR 55 (SAI) TIME 2:34.351 DELETED - TRACK LIMITS AT TURN 5 LAP 16 13:58:58
09-11 20:03:38	2026-09-11T12:03:38.176677+00:00		Other				2026-09-11T12:03:36|Other|CAR 55 (SAI) TIME 2:39.572 DELETED - TRACK LIMITS AT TURN 12 LAP 12 13:50:54	CAR 55 (SAI) TIME 2:39.572 DELETED - TRACK LIMITS AT TURN 12 LAP 12 13:50:54	CAR 55 (SAI) TIME 2:39.572 DELETED - TRACK LIMITS AT TURN 12 LAP 12 13:50:54
09-11 20:03:47	2026-09-11T12:03:47.112742+00:00		Other				2026-09-11T12:03:45|Other|CAR 23 (ALB) LAP DELETED - TRACK LIMITS AT TURN 11 LAP 16 13:59:44 (PIT)	CAR 23 (ALB) LAP DELETED - TRACK LIMITS AT TURN 11 LAP 16 13:59:44 (PIT)	CAR 23 (ALB) LAP DELETED - TRACK LIMITS AT TURN 11 LAP 16 13:59:44 (PIT)
09-11 20:06:17	2026-09-11T12:06:17.857693+00:00		Other				2026-09-11T12:06:16|Other|CAR 12 (ANT) LAP DELETED - TRACK LIMITS AT TURN 5 LAP 15 14:01:37 (PIT)	CAR 12 (ANT) LAP DELETED - TRACK LIMITS AT TURN 5 LAP 15 14:01:37 (PIT)	CAR 12 (ANT) LAP DELETED - TRACK LIMITS AT TURN 5 LAP 15 14:01:37 (PIT)
09-11 20:09:05	2026-09-11T12:09:05.924848+00:00		Other				2026-09-11T12:09:04|Other|CAR 23 (ALB) LAP DELETED - TRACK LIMITS AT TURN 20 LAP 16 14:00:55 (PIT)	CAR 23 (ALB) LAP DELETED - TRACK LIMITS AT TURN 20 LAP 16 14:00:55 (PIT)	CAR 23 (ALB) LAP DELETED - TRACK LIMITS AT TURN 20 LAP 16 14:00:55 (PIT)
09-11 20:11:24	2026-09-11T12:11:24.708344+00:00		Other				2026-09-11T12:11:22|Other|CAR 41 (LIN) TIME 2:28.773 DELETED - TRACK LIMITS AT TURN 6 LAP 17 14:07:07	CAR 41 (LIN) TIME 2:28.773 DELETED - TRACK LIMITS AT TURN 6 LAP 17 14:07:07	CAR 41 (LIN) TIME 2:28.773 DELETED - TRACK LIMITS AT TURN 6 LAP 17 14:07:07
09-11 20:14:11	2026-09-11T12:14:11.939521+00:00		Other				2026-09-11T12:14:10|Other|CAR 12 (ANT) TIME 3:29.050 DELETED - TRACK LIMITS AT TURN 17 LAP 19 14:12:58	CAR 12 (ANT) TIME 3:29.050 DELETED - TRACK LIMITS AT TURN 17 LAP 19 14:12:58	CAR 12 (ANT) TIME 3:29.050 DELETED - TRACK LIMITS AT TURN 17 LAP 19 14:12:58
09-11 20:17:02	2026-09-11T12:17:02.975497+00:00		Other				2026-09-11T12:17:01|Other|TURN 3 INCIDENT INVOLVING CARS 43 (COL) AND 87 (BEA) NOTED - IMPEDING (14:13:45)	TURN 3 INCIDENT INVOLVING CARS 43 (COL) AND 87 (BEA) NOTED - IMPEDING (14:13:45)	TURN 3 INCIDENT INVOLVING CARS 43 (COL) AND 87 (BEA) NOTED - IMPEDING (14:13:45)
09-11 20:17:18	2026-09-11T12:17:18.987353+00:00		Other				2026-09-11T12:17:17|Other|CAR 27 (HUL) LAP DELETED - TRACK LIMITS AT TURN 6 LAP 17 14:14:56 (PIT)	CAR 27 (HUL) LAP DELETED - TRACK LIMITS AT TURN 6 LAP 17 14:14:56 (PIT)	CAR 27 (HUL) LAP DELETED - TRACK LIMITS AT TURN 6 LAP 17 14:14:56 (PIT)
09-11 20:17:45	2026-09-11T12:17:45.772766+00:00		Other				2026-09-11T12:17:44|Other|CAR 1 (NOR) TIME 1:35.035 DELETED - TRACK LIMITS AT TURN 17 LAP 16 14:12:34	CAR 1 (NOR) TIME 1:35.035 DELETED - TRACK LIMITS AT TURN 17 LAP 16 14:12:34	CAR 1 (NOR) TIME 1:35.035 DELETED - TRACK LIMITS AT TURN 17 LAP 16 14:12:34
09-11 20:17:57	2026-09-11T12:17:57.436110+00:00		Other				2026-09-11T12:17:55|Other|CAR 55 (SAI) TIME 2:51.891 DELETED - TRACK LIMITS AT TURN 5 LAP 22 14:15:23	CAR 55 (SAI) TIME 2:51.891 DELETED - TRACK LIMITS AT TURN 5 LAP 22 14:15:23	CAR 55 (SAI) TIME 2:51.891 DELETED - TRACK LIMITS AT TURN 5 LAP 22 14:15:23
09-11 20:19:12	2026-09-11T12:19:12.774812+00:00		Other				2026-09-11T12:19:11|Other|FIA STEWARDS: TURN 3 INCIDENT INVOLVING CARS 43 (COL) AND 87 (BEA) REVIEWED NO FURTHER INVESTIGATION - IMPEDING (14:13:45)	FIA STEWARDS: TURN 3 INCIDENT INVOLVING CARS 43 (COL) AND 87 (BEA) REVIEWED NO FURTHER INVESTIGATION - IMPEDING (14:13:45)	FIA STEWARDS: TURN 3 INCIDENT INVOLVING CARS 43 (COL) AND 87 (BEA) REVIEWED NO FURTHER INVESTIGATION - IMPEDING (14:13:45)
09-11 20:19:46	2026-09-11T12:19:46.072085+00:00		Other				2026-09-11T12:19:44|Other|CAR 16 (LEC) LAP DELETED - TRACK LIMITS AT TURN 17 LAP 19 14:15:42 (PIT)	CAR 16 (LEC) LAP DELETED - TRACK LIMITS AT TURN 17 LAP 19 14:15:42 (PIT)	CAR 16 (LEC) LAP DELETED - TRACK LIMITS AT TURN 17 LAP 19 14:15:42 (PIT)
09-11 20:20:53	2026-09-11T12:20:53.234382+00:00		Other				2026-09-11T12:20:51|Other|CAR 44 (HAM) TIME 1:34.625 DELETED - TRACK LIMITS AT TURN 17 LAP 20 14:17:09	CAR 44 (HAM) TIME 1:34.625 DELETED - TRACK LIMITS AT TURN 17 LAP 20 14:17:09	CAR 44 (HAM) TIME 1:34.625 DELETED - TRACK LIMITS AT TURN 17 LAP 20 14:17:09
09-11 20:21:29	2026-09-11T12:21:29.720377+00:00		Other				2026-09-11T12:21:27|Other|CAR 55 (SAI) TIME 1:56.266 DELETED - TRACK LIMITS AT TURN 17 LAP 23 14:18:48	CAR 55 (SAI) TIME 1:56.266 DELETED - TRACK LIMITS AT TURN 17 LAP 23 14:18:48	CAR 55 (SAI) TIME 1:56.266 DELETED - TRACK LIMITS AT TURN 17 LAP 23 14:18:48
09-11 20:23:53	2026-09-11T12:23:53.629416+00:00		Other				2026-09-11T12:23:51|Other|CAR 3 (VER) TIME 2:31.202 DELETED - TRACK LIMITS AT TURN 18 LAP 20 14:22:20	CAR 3 (VER) TIME 2:31.202 DELETED - TRACK LIMITS AT TURN 18 LAP 20 14:22:20	CAR 3 (VER) TIME 2:31.202 DELETED - TRACK LIMITS AT TURN 18 LAP 20 14:22:20
09-11 20:24:05	2026-09-11T12:24:05.587998+00:00		Other				2026-09-11T12:24:03|Other|CAR 41 (LIN) TIME 5:06.197 DELETED - TRACK LIMITS AT TURN 6 LAP 23 14:22:22	CAR 41 (LIN) TIME 5:06.197 DELETED - TRACK LIMITS AT TURN 6 LAP 23 14:22:22	CAR 41 (LIN) TIME 5:06.197 DELETED - TRACK LIMITS AT TURN 6 LAP 23 14:22:22
09-11 20:26:04	2026-09-11T12:26:04.070368+00:00		Other				2026-09-11T12:26:02|Other|CAR 1 (NOR) TIME 1:38.099 DELETED - TRACK LIMITS AT TURN 17 LAP 23 14:25:10	CAR 1 (NOR) TIME 1:38.099 DELETED - TRACK LIMITS AT TURN 17 LAP 23 14:25:10	CAR 1 (NOR) TIME 1:38.099 DELETED - TRACK LIMITS AT TURN 17 LAP 23 14:25:10
09-11 20:26:37	2026-09-11T12:26:37.756408+00:00	YELLOW	Flag	Sector	15		2026-09-11T12:26:35|Flag|YELLOW IN TRACK SECTOR 15	YELLOW IN TRACK SECTOR 15	YELLOW IN TRACK SECTOR 15
09-11 20:26:37	2026-09-11T12:26:37.758694+00:00	DOUBLE YELLOW	Flag	Sector	15		2026-09-11T12:26:35|Flag|DOUBLE YELLOW IN TRACK SECTOR 15	DOUBLE YELLOW IN TRACK SECTOR 15	DOUBLE YELLOW IN TRACK SECTOR 15
09-11 20:26:37	2026-09-11T12:26:37.760375+00:00	DOUBLE YELLOW	Flag	Sector	14		2026-09-11T12:26:35|Flag|DOUBLE YELLOW IN TRACK SECTOR 14	DOUBLE YELLOW IN TRACK SECTOR 14	DOUBLE YELLOW IN TRACK SECTOR 14
09-11 20:26:37	2026-09-11T12:26:37.761989+00:00	DOUBLE YELLOW	Flag	Sector	13		2026-09-11T12:26:35|Flag|DOUBLE YELLOW IN TRACK SECTOR 13	DOUBLE YELLOW IN TRACK SECTOR 13	DOUBLE YELLOW IN TRACK SECTOR 13
09-11 20:26:37	2026-09-11T12:26:37.765455+00:00	DOUBLE YELLOW	Flag	Sector	12		2026-09-11T12:26:35|Flag|DOUBLE YELLOW IN TRACK SECTOR 12	DOUBLE YELLOW IN TRACK SECTOR 12	DOUBLE YELLOW IN TRACK SECTOR 12
09-11 20:26:43	2026-09-11T12:26:43.001276+00:00	CLEAR	Flag	Sector	12		2026-09-11T12:26:41|Flag|CLEAR IN TRACK SECTOR 12	CLEAR IN TRACK SECTOR 12	CLEAR IN TRACK SECTOR 12
09-11 20:26:45	2026-09-11T12:26:45.052413+00:00	CLEAR	Flag	Sector	13		2026-09-11T12:26:43|Flag|CLEAR IN TRACK SECTOR 13	CLEAR IN TRACK SECTOR 13	CLEAR IN TRACK SECTOR 13
09-11 20:26:46	2026-09-11T12:26:46.494082+00:00	CLEAR	Flag	Sector	14		2026-09-11T12:26:44|Flag|CLEAR IN TRACK SECTOR 14	CLEAR IN TRACK SECTOR 14	CLEAR IN TRACK SECTOR 14
09-11 20:26:48	2026-09-11T12:26:48.277291+00:00	CLEAR	Flag	Sector	15		2026-09-11T12:26:45|Flag|CLEAR IN TRACK SECTOR 15	CLEAR IN TRACK SECTOR 15	CLEAR IN TRACK SECTOR 15
09-11 20:30:02	2026-09-11T12:30:02.517341+00:00	CHEQUERED	Flag	Track			2026-09-11T12:30:00|Flag|CHEQUERED FLAG	CHEQUERED FLAG	CHEQUERED FLAG
09-11 20:30:17	2026-09-11T12:30:17.927466+00:00		Other				2026-09-11T12:30:16|Other|FIRST CAR TO TAKE THE FLAG - CAR 5 (BOR)	FIRST CAR TO TAKE THE FLAG - CAR 5 (BOR)	FIRST CAR TO TAKE THE FLAG - CAR 5 (BOR)
09-11 20:30:54	2026-09-11T12:30:54.710030+00:00		Other				2026-09-11T12:30:52|Other|TURN 6 INCIDENT INVOLVING CAR 23 (ALB) NOTED - REJOINING UNSAFELY (14:27:29)	TURN 6 INCIDENT INVOLVING CAR 23 (ALB) NOTED - REJOINING UNSAFELY (14:27:29)	TURN 6 INCIDENT INVOLVING CAR 23 (ALB) NOTED - REJOINING UNSAFELY (14:27:29)
09-11 20:32:23	2026-09-11T12:32:23.808458+00:00		Other				2026-09-11T12:32:21|Other|CAR 23 (ALB) TIME 2:35.977 DELETED - TRACK LIMITS AT TURN 5 LAP 23 14:27:29	CAR 23 (ALB) TIME 2:35.977 DELETED - TRACK LIMITS AT TURN 5 LAP 23 14:27:29	CAR 23 (ALB) TIME 2:35.977 DELETED - TRACK LIMITS AT TURN 5 LAP 23 14:27:29
09-11 20:32:30	2026-09-11T12:32:30.275201+00:00		Other				2026-09-11T12:32:28|Other|CAR 14 (ALO) TIME 2:09.411 DELETED - DOUBLE YELLOW AT TURN 12 LAP 24 14:26:35	CAR 14 (ALO) TIME 2:09.411 DELETED - DOUBLE YELLOW AT TURN 12 LAP 24 14:26:35	CAR 14 (ALO) TIME 2:09.411 DELETED - DOUBLE YELLOW AT TURN 12 LAP 24 14:26:35
09-11 20:33:08	2026-09-11T12:33:08.073740+00:00		Other				2026-09-11T12:33:06|Other|CAR 43 (COL) TIME 2:15.498 DELETED - TRACK LIMITS AT TURN 1 LAP 22 14:27:00	CAR 43 (COL) TIME 2:15.498 DELETED - TRACK LIMITS AT TURN 1 LAP 22 14:27:00	CAR 43 (COL) TIME 2:15.498 DELETED - TRACK LIMITS AT TURN 1 LAP 22 14:27:00
09-11 20:33:10	2026-09-11T12:33:10.079557+00:00		Other				2026-09-11T12:33:08|Other|CAR 77 (BOT) TIME 2:14.914 DELETED - TRACK LIMITS AT TURN 11 LAP 24 14:27:08	CAR 77 (BOT) TIME 2:14.914 DELETED - TRACK LIMITS AT TURN 11 LAP 24 14:27:08	CAR 77 (BOT) TIME 2:14.914 DELETED - TRACK LIMITS AT TURN 11 LAP 24 14:27:08
09-11 20:34:24	2026-09-11T12:34:24.423921+00:00		Other				2026-09-11T12:34:22|Other|CAR 12 (ANT) TIME 1:39.838 DELETED - TRACK LIMITS AT TURN 5 LAP 25 14:28:30	CAR 12 (ANT) TIME 1:39.838 DELETED - TRACK LIMITS AT TURN 5 LAP 25 14:28:30	CAR 12 (ANT) TIME 1:39.838 DELETED - TRACK LIMITS AT TURN 5 LAP 25 14:28:30
09-11 20:34:26	2026-09-11T12:34:26.066167+00:00		Other				2026-09-11T12:34:23|Other|CAR 10 (GAS) TIME 1:35.757 DELETED - TRACK LIMITS AT TURN 5 LAP 22 14:29:51	CAR 10 (GAS) TIME 1:35.757 DELETED - TRACK LIMITS AT TURN 5 LAP 22 14:29:51	CAR 10 (GAS) TIME 1:35.757 DELETED - TRACK LIMITS AT TURN 5 LAP 22 14:29:51
09-11 20:34:40	2026-09-11T12:34:40.816217+00:00		Other				2026-09-11T12:34:39|Other|TURN 1 INCIDENT INVOLVING CAR 43 (COL) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – ESCAPE ROAD INSTRUCTIONS (14:27:00)	TURN 1 INCIDENT INVOLVING CAR 43 (COL) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – ESCAPE ROAD INSTRUCTIONS (14:27:00)	TURN 1 INCIDENT INVOLVING CAR 43 (COL) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – ESCAPE ROAD INSTRUCTIONS (14:27:00)
09-11 20:35:08	2026-09-11T12:35:08.818788+00:00		Other				2026-09-11T12:35:07|Other|CAR 87 (BEA) TIME 1:36.757 DELETED - TRACK LIMITS AT TURN 19 LAP 23 14:30:36	CAR 87 (BEA) TIME 1:36.757 DELETED - TRACK LIMITS AT TURN 19 LAP 23 14:30:36	CAR 87 (BEA) TIME 1:36.757 DELETED - TRACK LIMITS AT TURN 19 LAP 23 14:30:36
09-11 20:35:30	2026-09-11T12:35:30.729796+00:00		Other				2026-09-11T12:35:28|Other|FIA STEWARDS: TURN 6 INCIDENT INVOLVING CAR 23 (ALB) WILL BE INVESTIGATED AFTER THE SESSION - REJOINING UNSAFELY (14:27:29)	FIA STEWARDS: TURN 6 INCIDENT INVOLVING CAR 23 (ALB) WILL BE INVESTIGATED AFTER THE SESSION - REJOINING UNSAFELY (14:27:29)	FIA STEWARDS: TURN 6 INCIDENT INVOLVING CAR 23 (ALB) WILL BE INVESTIGATED AFTER THE SESSION - REJOINING UNSAFELY (14:27:29)
09-11 20:35:53	2026-09-11T12:35:53.580651+00:00		Other				2026-09-11T12:35:51|Other|CAR 87 (BEA) TIME 2:03.665 DELETED - TRACK LIMITS AT TURN 15 LAP 24 14:32:18	CAR 87 (BEA) TIME 2:03.665 DELETED - TRACK LIMITS AT TURN 15 LAP 24 14:32:18	CAR 87 (BEA) TIME 2:03.665 DELETED - TRACK LIMITS AT TURN 15 LAP 24 14:32:18
09-11 20:35:56	2026-09-11T12:35:56.231945+00:00	DOUBLE YELLOW	Flag	Sector	3		2026-09-11T12:35:54|Flag|DOUBLE YELLOW IN TRACK SECTOR 3	DOUBLE YELLOW IN TRACK SECTOR 3	DOUBLE YELLOW IN TRACK SECTOR 3
09-11 20:35:56	2026-09-11T12:35:56.234220+00:00	YELLOW	Flag	Sector	2		2026-09-11T12:35:54|Flag|YELLOW IN TRACK SECTOR 2	YELLOW IN TRACK SECTOR 2	YELLOW IN TRACK SECTOR 2
09-11 20:35:59	2026-09-11T12:35:59.102695+00:00	CLEAR	Flag	Sector	3		2026-09-11T12:35:57|Flag|CLEAR IN TRACK SECTOR 3	CLEAR IN TRACK SECTOR 3	CLEAR IN TRACK SECTOR 3
09-11 20:36:06	2026-09-11T12:36:06.853038+00:00	CLEAR	Flag	Sector	2		2026-09-11T12:36:05|Flag|CLEAR IN TRACK SECTOR 2	CLEAR IN TRACK SECTOR 2	CLEAR IN TRACK SECTOR 2
09-11 20:36:27	2026-09-11T12:36:27.065652+00:00		Other				2026-09-11T12:36:24|Other|CAR 1 (NOR) TIME 2:10.803 DELETED - TRACK LIMITS AT TURN 5 LAP 27 14:31:37	CAR 1 (NOR) TIME 2:10.803 DELETED - TRACK LIMITS AT TURN 5 LAP 27 14:31:37	CAR 1 (NOR) TIME 2:10.803 DELETED - TRACK LIMITS AT TURN 5 LAP 27 14:31:37
